reviewId,content,gender,location,date,score
57e1114d-4c78-4d46-8461-7c06189b9dbd,I get hundreds of likes on bumble. They purposely don't show you the people who do like you in your feed. There's no way I'm swiping left on so many people without being notified that I missed a match. I'm positive they force you to pay to see the people who like you. Then they give you an option to pay 3 bucks to see everyone once everyone is out of your location. Bumble is a scam.,male,"Lagos,Nigeria",2016-10-13,1
e462421c-0233-4338-aa51-4accd0783142,I just want to know that the girl's you are showing are original note fake. and why should we pay many time i get advertizment on social media to chat free on dating app and in app you are charging fee to chat with a girl. What is true or your compny is plying with our emotions & feelings to earn money. Is this dating app aur anything else after few swiping app asking for money why. Why you are playing with our emotions & feelings demade. This is not dating app this is any thing else.,male,"Stockholm,Sweden",2019-06-29,3
76345b1f-3769-4550-bb2c-6221f03e4b52,Changed my life forever..,male,"Hamburg,Germany",2023-03-02,5
9911795a-9b76-4c89-929d-56ce3e44ee38,Stop showing your ads in other apps !!!!,male,"Cancun,Mexico",2017-02-28,1
4ea5d612-1f75-4573-8d2b-d30b0e2a3c50,"Totally time waste,if you accidentally match someone in a year then have to wait for 24 hours to her to respond else the match will be deleted. Fake profiles. Don't install",male,"Prague,Czech Republic",2015-06-16,1
96a678e2-2944-4f04-9b3d-3013f92b90ab,"Run by insecure,power hungry sorority kant klan feminazis,promoting a flawed femcentric vision of """"safe space"""",to shelter&incentivise risk averse,fragile,privileged,vain,hypersensitiv,whiny feminity& agency. App process ethos overwhelmingly biased using excuse of empowerment fad. Fnazis openly indulge in oestrogen fueled,toxic misandry,ranting&deriding mens sexuality& patriarchy,ignoring tech and men's accomodation,the real harbinger of change in gender struggles. Save ur dignity men.",male,"Ho Chi Minh City,Vietnam",2016-02-06,1
1d4db726-905b-4d7e-a5b0-9fa017addd32,"Speed dating"""" never works,only get messages from """"people"""" who don't match.",male,"Madrid,Spain",2015-03-17,1
,"used this app on and off for like 6 months now, swiping is kinda fun but i feel like i'm missing people in my area since the userbase isn't that big around here...meh.",,,,3
b396361a-b6ec-4d1c-ac1b-cbe0a0056259,Was a 3 yrs long struggle.. Eventually found her. So ain't no way I'm not gonna add 5🌟,male,"Paris,France",2023-04-02,5
ab773d03-2e4b-453d-a464-5b8dc3af3782,I'm enjoying this app,male,"Geneva,Switzerland",2023-02-16,5
cf9f2ed4-c138-4546-a2b1-ea8437fe498e,"got banned,probably from being banned on tinder. ex wife got her friends to report me enough times. didnt actually violate anything",male,"Bangalore,India",2016-04-20,1
ba1e9bcc-64e2-454f-9471-f2fcad0a4941,perfect,male,"Krakow,Poland",2023-06-24,5
96313cc9-4bd6-408b-a97e-8fd72a4d58f5,"It's a scam,everything is about pay,it shows people 80 miles away..",male,"Copenhagen,Denmark",2015-06-01,1
7117a34f-78b5-44f8-b748-9a8a52121dbc,"BFF category worked out best for me.. It's just a 50-50 probability. Some will be just the right people for you,but some will just not work out.",female,"Adelaide,Australia",2025-08-20,5
e3169077-cdbe-4061-b8b0-e2714b9f5f21,"I used to get one match in 2 weeks. Though the app is good,but it's more beneficial if you stay in cities rather than that in small towns. I hardly get any match. It's like I am staring at yellow and white screen.",male,"Prague,Czech Republic",2019-02-10,3
,"i dont know what all the fuss is about, swiped through and matched with some locals but they're mostly just looking for hookups or trying to sell stuff on here. nothing too exciting in my opinion.",,,,3
cd9ae82d-4b21-4920-b9fc-5f2eeb05f924,Stuck at bumble logo,male,"Karachi,Pakistan",2016-02-18,1
,"i've been using this app for a bit now and i'm still on the fence about it. i like how they make you start conversations within 24 hours or your match is gone, but sometimes its kinda exhausting to keep track of all my matches",,,,3
62d3475c-c741-46f1-9d60-bfb4f784f238,It's been a week app is not loading. Uninstalled downloaded again and still not loading,male,"Mumbai,India",2016-02-11,1
5edb5f1c-4611-4f48-ad0b-094ec581aab4,just beginning so learning how application works to keep it safe for all involved,female,"Bogotá,Colombia",2023-05-30,4
5941050a-3b10-4b63-b6fd-854b1706f8ac,"It would be really nice if I could actually access it. But whenever I try to log using either my FB account or my phone number,I get sent back to the opening screen just the same. ZzZz Update (01/07/2024): as suggested by the reply to my review,I did try contacting support. It's been about 8 months with no reply. Good job.",male,"Paris,France",2015-09-05,1
72a00257-6e67-482c-a2dd-7afd382f614c,"I would've put it closer to 4,but they have clearly only gotten worse. Premium shot up to $49.99/month,which is ludicrous for a dating app. But my biggest concern was when I was adding some updated photos. Kept receiving notifications stating """"your photo has been moderated."""" Contacted support as these are photos I use everywhere,one is even my professional work photo. They then removed ALL of them,and support has yet to reply. Go figure. Another dating app on its way to the app graveyard.",male,"Zurich,Switzerland",2015-01-20,1
a1febbbf-a805-4549-9e5b-d96789b04239,What stands out is that the time limit actually pushes people to engage. That’s something I appreciate a lot.,male,"Dubai,United Arab Emirates",2023-11-17,5
4485ccd6-fe4b-46be-acf5-86d04286157e,"I sure do love how so many ppl on this app put """"not sure"""" in their bio when asked what kind of relationship they want or if they want kids. If you don't know what you want then why tf are you here? Worthless app,worthless users. Also,you can't set your sexuality and you can't see other's sexualities. I have no idea if the people I'm shown are gay,straight,lesbian,bi,etc. This app is designed to waste your time. Don't bother.",male,"Frankfurt,Germany",2015-02-06,1
1c1342cf-bf8d-47e0-b288-46494fadc711,Excellent and faster,female,"Auckland,New Zealand",2025-12-15,5
,idk if i'm just not cut out for online dating or what. swiped on this app for weeks and haven't gotten anything decent from it yet but at least the interface is easy to use. maybe ill keep trying though?,,,,3
9cd750da-38fd-4a7b-845d-955ecc1696c2,"This app consists of all fake profiles,looks like some good looking digital content creator they hired for creating their profile for some money . People will attract after seeing those profiles,even their is a high chance you will get a match and then to look that match you will buy their premium then you fall into their trap 🪤. Please don't use this app and even though you install it please don't purchase their premium plans.",female,"Wellington,New Zealand",2017-12-02,1
f1a33fa6-7a5f-4322-aaed-2a96244eb5ba,"For me,the app feels well moderated and safer to use. That’s something I appreciate a lot.",female,"Nadi,Fiji",2025-08-23,5
,idk if its worth paying for premium on this app tbh. i got more matches with tinder free and less fake profiles too but my swipes get kinda repetitive here,,,,3
54070a5e-422a-4f40-990b-8f1ab1315593,ok,male,"Quebec City,Canada",2021-01-03,3
d94c7a4b-dc11-477a-af29-b42a2c999b90,Total waste of time and money did not receive otp problem,male,"Toronto,Canada",2017-03-30,1
8a89935a-7edc-40cc-bfa9-6b9607958931,"So far,there aren’t many people in my area.",male,"Lahore,Pakistan",2016-05-10,1
bf395a4c-0096-406a-8906-3fc28b7ce1d8,"I'm based in Japan. It was the best dating app I've used and met wonderful people from it. But unfortunately,this app banned me before I was going to meet potentially someone that would have been the best match. I've never said or did anything derogatory or cruel to warrant it. To this day,I never understood and left wondering what I did was so bad. I had nothing but good experiences using the app but now,I'm stuck with less than stellar dating apps with bots and scams everywhere..",male,"Bangkok,Thailand",2020-04-20,3
24c39cbb-15e8-4824-9f1d-f5edc799a8a2,"God awful. Asked for money every 2 seconds,0 matches real matches,like,you get a match and then it says they have to message you first and they just don't. I've given this app more than a fair go and it's been beyond trash.",male,"Lisbon,Portugal",2015-02-21,1
a8127ba1-295c-48d3-afdc-281656412fbb,I can't get the code even after several attempts,male,"Osaka,Japan",2016-05-04,1
aefbab05-e53b-4c81-8140-f5f9abb7ee4e,It appears as though it's fixed itself and I got to say that is working marvelously! Thanks bumble!,male,"Bangkok,Thailand",2023-12-16,5
,i've been using this app on and off for months now and its alright i guess. swiping is pretty smooth but the free version limits me to like only 10 matches per week which gets old after a while. might upgrade if they sort out,,,,3
c8e6a1e5-6239-401d-b42d-0ca9119ebcdc,Not satisfied any more,male,"Beijing,China",2016-01-24,1
,"i mean, its not bad or anything. swiping is easy and all that but i feel like i keep seeing fake profiles everywhere which kinda puts me off. free version's cool i guess.",,,,3
,idk if i like this app's concept or not - its kinda cool that you get an hour to start convo after matching but sometimes thats way too fast esp when im swiping at work and forget about it lol.,,,,3
,"i mean, its alright. notifications can be annoying with all the ""new matches"" and whatnot, but loading times are decent. nothing too special about this app tho.",,,,3
,its alright i suppose. swiped through loads last night while watching tv and got like 3 matches or whatever but conversations just kinda... fizzled out i guess? premium sub is overpriced imo,,,,3
42317c13-8538-4338-82e0-6a54651646e2,Very nice 👌 so Good,male,"Brussels,Belgium",2023-01-01,5
77417e97-d82b-40c5-bce6-a7eee5f9f0b1,"Useless app,dont try it,seems like all the girls here enjoy chatting and then deleting the chats. """"Free"""" but you have to pay to do almost anything,cant even see who likes my profile without bumble wanting me to spend 169$ is this a site to find love or scam people of their money.",male,"Austin,United States",2017-01-22,1
d99ca2dc-0fb4-4ada-b0b1-b5ce49e804f9,I was banned for an unknown reason to me for life with no way to appeal it,male,"Los Angeles,United States",2017-01-27,1
e149283b-01c2-43ba-8f6c-409f6be46cef,"For me,sometimes it feels unbalanced depending on your profile. It makes it harder to actually connect with people.",male,"Guayaquil,Ecuador",2017-08-04,1
,"im not really sure about this app yet. swiping is fun i guess, but sometimes its weird that people dont fill out their whole profile and the premium subscription feels kinda pricey for what you get.",,,,3
4f415868-9562-443e-80d6-f8dd60cff8a4,I’d say matches often expire before anything happens. That part could definitely be improved.,male,"Shanghai,China",2016-03-13,1
,"i mean... its fine. swiping is alright i guess. wish theyd get rid of fake profiles though, been matched with like 3 already and none turned into dates. customer support is pretty quick tho.",,,,3
cb5f8bfb-8bb7-4528-91ef-545f1f251f90,Cool app,male,"Quito,Ecuador",2025-02-21,5
a9674048-237a-416c-b8c7-1feae12693bc,You have to pay to do every little thing in this awful app,male,"Kathmandu,Nepal",2016-02-18,1
cc607cf7-88f4-4416-9aed-d15c7e8b12b4,The premium is renewed without informing you,female,"Nadi,Fiji",2018-01-06,1
406c50a4-4846-4b42-8783-dcc43f776e27,"Unethical practices when it comes to super swipes. Absolutely no confirmation as to whether you actually want to use it or not,so if you accidentally press the button somehow then the money you spent on it becomes wasted. All paid options should always have a confirmation screen for the user,very shady.",male,"Jacksonville,United States",2021-01-04,3
80d8ee02-a2bd-4024-87cc-36e8dde3dc2f,It's not free..,male,"San Antonio,United States",2017-02-03,1
a3f8f06f-cbbb-4e60-aa9a-6183336d9efe,Are your admin deleting the chats with particular people we match? That's racist!,female,"Guayaquil,Ecuador",2019-08-25,2
5fadbdd6-2408-4a56-a180-4231fb66a93a,Nice,male,"Barcelona,Spain",2019-11-20,3
2f2eebb1-3309-4d5d-ad72-7972d4ea5cdd,Better than Tinder. But much less popular. People met here seems also to be 'better quality',male,"Prague,Czech Republic",2021-04-30,4
be69e2ef-5b9b-42f9-bec7-9cd88c7a66ed,Nonsense can't even message someone who likes you unless you pay total waste of time,female,"Wellington,New Zealand",2017-12-13,1
d21a0671-93c9-40b3-b81d-ab59d8db8f15,Nice to know that their sre people out there. Yhanks bumble... Bumbling is Humbling...,female,"Fortaleza,Brazil",2025-03-28,5
84f6a4b7-c7af-4887-811a-970f6077532d,I found it deserves 5 stars 🤩🤩🤩🤩🤩,male,"Rabat,Morocco",2024-03-25,5
a6234cc8-664c-49da-9a66-56f1ff69ebe7,"the app doesn't send a code or respond when attempting to log in using the phone number,kindly fix that",male,"Manchester,United Kingdom",2015-11-19,1
f33c8067-4954-47a8-ad7b-f4c76b06b0c6,best site 👌 🙌 👍,male,"Mexico City,Mexico",2024-09-24,5
4017060f-cbed-4d78-b461-4673eb7f6600,Useless aplication,male,"Barcelona,Spain",2015-11-23,1
be2cd57d-ced6-4a8c-b401-fd0cf278a0ae,When it's free you get all kinds of likes to make u pay once u pay there's no likes lol,male,"Tunis,Tunisia",2016-09-20,1
68531a6f-8202-4547-8156-60155baabda8,I barely see any other profiles on this. I'm not using this anymore after today. I feel like they just took my money and fooled me.,male,"Durban,South Africa",2016-09-03,1
